stars,review,district,governorate,clean_review,predicted_sentiment
1,"للأسف, أنا نموذج للغة الذكاء الاصطناعي ولا أستطيع الكتابة بالعامية المصرية. لكن يمكنني تقديم مثال على كيفية كتابة هذا التعليق باللغتين الرسمية والعامية المصرية.",مكتب التموين الخير,الإسماعيلية,للأسف أنا نموذج للغة الذكاء الاصطناعي ولا أستطيع الكتابة بالعامية المصرية لكن يمكنني تقديم مثال على كيفية كتابة هذا التعليق باللغتين الرسمية والعامية المصرية,إيجابي
1,"أنا مش راضي على خدمة التوصيل دي خالص, فهي دايما متأخرة وبتأخرنا كتير! لازم يتحسنوا قبل ما الناس تثور عليهم.",مكتب التعاون الغذائي,الشرقية,أنا مش راضي على خدمة التوصيل دي خالص فهي دايما متأخرة وبتأخرنا كتير لازم يتحسنوا قبل ما الناس تثور عليهم,سلبي
2,"أنا مش راضيه على خدمات التموين هنا في بور سعيد, حتى لو كانت بتقدم أكلة كويسه, لكن الأسعار عالية جدا ومش معقولة للناس العاديين. أتمنى أنهم يقدروا الناس اللي محتاجين ويساعدوهم بدل ما يضايقونهم بالأسعار الباهظة.",جمعية مطبخ الحياة,بورسعيد,أنا مش راضيه على خدمات التموين هنا في بور سعيد حتى لو كانت بتقدم أكلة كويسه لكن الأسعار عالية جدا ومش معقولة للناس العاديين أتمنى أنهم يقدروا الناس اللي محتاجين ويساعدوهم بدل ما يضايقونهم بالأسعار الباهظة,محايد
5,"أنا سعيد جدا بخدمة التموين دي, أنا أحبها أوي لأنها بتوفر لي كل اللي أحتاجه وبأسعار كويسة كمان! ربنا يكرمنا دايما.",جمعية غذاء الحياة,المنوفية,أنا سعيد جدا بخدمة التموين دي أنا أحبها أوي لأنها بتوفر لي كل اللي أحتاجه وبأسعار كويسة كمان ربنا يكرمنا دايما,إيجابي
4,"أنا مش فاضي أكتر من كده, لكن أعتقد إن الخدمه دي كانت كويسة بالنسبة لي. كان فيه بعض المشاكل البسيطة بس كنت قادر على حلها بنفسي.",مكتب الطعام الصحي,القاهرة,أنا مش فاضي أكتر من كده لكن أعتقد إن الخدمه دي كانت كويسة بالنسبة لي كان فيه بعض المشاكل البسيطة بس كنت قادر على حلها بنفسي,إيجابي
1,"أنا مش راضي على الخدمات اللي بيقدموها, دايما بنشوف المشاكل والمشكلات مع كل طلبية, وكمان الأسعار بتزيد يوم بعد يوم. أنا شايف أنه لازم يتغير شيء.",جمعية حياه طيبة,القاهرة,أنا مش راضي على الخدمات اللي بيقدموها دايما بنشوف المشاكل والمشكلات مع كل طلبية وكمان الأسعار بتزيد يوم بعد يوم أنا شايف أنه لازم يتغير شيء,سلبي
4,"أنا مستاء جدا من خدمة التموين في المحافظة, لأنها مش بتيجي على مستوى التطلعات. ده يعني أننا بنستلف حاجاتنا من الناس بدلا من الحصول عليها بسهولة وبسرعة. لو كان الوضع أفضل, كنت ممكن أوفر فلوس كتير وأستخدمها في أشياء مهمة أكتر.",مؤسسة الطعام الصحي,القاهرة,أنا مستاء جدا من خدمة التموين في المحافظة لأنها مش بتيجي على مستوى التطلعات ده يعني أننا بنستلف حاجاتنا من الناس بدلا من الحصول عليها بسهولة وبسرعة لو كان الوضع أفضل كنت ممكن أوفر فلوس كتير وأستخدمها في أشياء مهمة أكتر,سلبي
5,"أنا سعيد جدا بتلقي هذا التقييم العالي للخدمة التموينية! لقد عملت بجد لجعلها سهلة ومريحة للمواطنين, وأنا فخور بتقديم مثل هذه الخدمات الممتازة لبلدنا الحبيب مصر. شكرا لكم على دعمكم المستمر وعلى جعل مجتمعنا أفضل مع كل يوم يمر.",مكتب زهراء,الجيزة,أنا سعيد جدا بتلقي هذا التقييم العالي للخدمة التموينية لقد عملت بجد لجعلها سهلة ومريحة للمواطنين وأنا فخور بتقديم مثل هذه الخدمات الممتازة لبلدنا الحبيب مصر شكرا لكم على دعمكم المستمر وعلى جعل مجتمعنا أفضل مع كل يوم يمر,إيجابي
3,"أنا مش راضيه عن خدمات التموين في الجيزة, لأن الأكل اللي بيقدموه لي مش زي الأول خالص! لو كانوا بيفكروا حقين الناس هيعملوا أيه؟",مكتب سند التموين,الجيزة,أنا مش راضيه عن خدمات التموين في الجيزة لأن الأكل اللي بيقدموه لي مش زي الأول خالص لو كانوا بيفكروا حقين الناس هيعملوا أيه,سلبي
1,"أنا مش راضيا على خدمات التموين في المنوفية, لو كانت أحسن كنت أعطيتها خمس نجوم كاملة!",المكتبة الثقافية,المنوفية,أنا مش راضيا على خدمات التموين في المنوفية لو كانت أحسن كنت أعطيتها خمس نجوم كاملة,سلبي
4,"أنا سعيد بتقديم خدمتي التموينية في سوهاج على موقع التواصل الاجتماعي. لقد كانت تجربة جيدة جدا, ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطلبات في الوقت المناسب وضمان جودة الطعام المقدم.",جمعية غذاء,سوهاج,أنا سعيد بتقديم خدمتي التموينية في سوهاج على موقع التواصل الاجتماعي لقد كانت تجربة جيدة جدا ولكن هناك بعض المناطق التي تحتاج إلى تحسين مثل توصيل الطلبات في الوقت المناسب وضمان جودة الطعام المقدم,إيجابي
5,"أنا عايز أقول إن خدمات التموين في القاهرة بتحسن فعلا, أنا شايف الفرق بنفسي! قبل كده كان لازم نبقى واقفين في الطابور ساعات علشان نحصل على الحاجات الأساسية, لكن دلوقتي بنلاقي كل اللي احنا بحاجة وبسرعة كمان.",مكتب جمعية نور,القاهرة,أنا عايز أقول إن خدمات التموين في القاهرة بتحسن فعلا أنا شايف الفرق بنفسي قبل كده كان لازم نبقى واقفين في الطابور ساعات علشان نحصل على الحاجات الأساسية لكن دلوقتي بنلاقي كل اللي احنا بحاجة وبسرعة كمان,إيجابي
3,"أنا سعيد جدا بأن خدمتي التموينية كانت جيدة بالنسبة لي في المحافظة النهاردة, لكن لو عاوزين يبقوا أفضل لازم يتعملوا حاجة عشان يعرفوا الناس مستانسة ومش زعلانه منهم.",المبادرة الغذائية,البحيرة,أنا سعيد جدا بأن خدمتي التموينية كانت جيدة بالنسبة لي في المحافظة النهاردة لكن لو عاوزين يبقوا أفضل لازم يتعملوا حاجة عشان يعرفوا الناس مستانسة ومش زعلانه منهم,إيجابي
4,"أهلا يا ريس, أنا عايز أقول لكم إني مستمتع بالخدمة دي جدا! هي بتعمل معانا حاجة كويسة أوي, وبقولكم إن إحنا نقدر نعمل تعليقات إيجابية على صفحة المحافظة عشان نستفيد كلنا منها. شكرا جزيلا.",المبادرة الغذائية,البحيرة,أهلا يا ريس أنا عايز أقول لكم إني مستمتع بالخدمة دي جدا هي بتعمل معانا حاجة كويسة أوي وبقولكم إن إحنا نقدر نعمل تعليقات إيجابية على صفحة المحافظة عشان نستفيد كلنا منها شكرا جزيلا,إيجابي
3,"أنا مش فاهم إيه المشكلة الحقيقية مع خدمة التموين في البحيرة, ليه الناس بتحبط منها? ممكن يكون فيه مشاكل بسيطة بتتحل لو كان هناك تعاون أكثر بين المواطنين والحكومة.",مكتب الرابطة الغذائية,البحيرة,أنا مش فاهم إيه المشكلة الحقيقية مع خدمة التموين في البحيرة ليه الناس بتحبط منها ممكن يكون فيه مشاكل بسيطة بتتحل لو كان هناك تعاون أكثر بين المواطنين والحكومة,محايد
4,أنا مش راضي تمامًا عن خدمة التموين دي. هي بتوفر لنا الأكل بس مش دايما بتبقى طازجة وبجد بنشتكي منها كتير لكن لحد دلوقتي مفيش استجابة كافية. أتمنى أنهم يعملوا تحسينات على الجودة والنظافة علشان نقدر نثق فيهم ونقدر نستمتع بالوجبة كمان!,مكتب غذاء,القاهرة,أنا مش راضي تماما عن خدمة التموين دي هي بتوفر لنا الأكل بس مش دايما بتبقى طازجة وبجد بنشتكي منها كتير لكن لحد دلوقتي مفيش استجابة كافية أتمنى أنهم يعملوا تحسينات على الجودة والنظافة علشان نقدر نثق فيهم ونقدر نستمتع بالوجبة كمان,محايد
1,"أنا مش فاهم إيه المشكلة, بس بصراحة أنا شايف إن الخدمات بتتقدم خطوة بخطوة, ولو استمرينا كده ممكن نقدر نحسنها أكتر وأكتر.",مكتب سمسمة للتوريد,السويس,أنا مش فاهم إيه المشكلة بس بصراحة أنا شايف إن الخدمات بتتقدم خطوة بخطوة ولو استمرينا كده ممكن نقدر نحسنها أكتر وأكتر,إيجابي
4,"أنا مش هقول إلا كل خير على التموين, لكن كان لازم يتحسن أكتر لو عايزين الناس تثق فيه تاني.",جمعية البيت الحلو,القاهرة,أنا مش هقول إلا كل خير على التموين لكن كان لازم يتحسن أكتر لو عايزين الناس تثق فيه تاني,إيجابي
3,"أنا شايف إن خدمات التموين في القليوبية مش حلوة أوي, هما بيقدموا أكلة رهيبة كل يوم ومش دايما بيجيبوا الحاجات المطلوبة.",شركة التوفيق للتوريدات الغذائية,القليوبية,أنا شايف إن خدمات التموين في القليوبية مش حلوة أوي هما بيقدموا أكلة رهيبة كل يوم ومش دايما بيجيبوا الحاجات المطلوبة,سلبي
5,"أنا سعيد جدا بخدمة التموين اللي قدمتها لمحافظة القاهرة, كانت ممتازة وممتعة فعلا! أنا أعتبرها الأفضل على الإطلاق!",مجلس التعاون الخليجي للوجبات السريعة,القاهرة,أنا سعيد جدا بخدمة التموين اللي قدمتها لمحافظة القاهرة كانت ممتازة وممتعة فعلا أنا أعتبرها الأفضل على الإطلاق,إيجابي
1,"أنا مش عارف أقول إيه, لكن أعتقد إن خدمة التوصيل دي كويسة جدا بس محتاجة شوية تحسينات عشان نقدر نستفيد منها بشكل أفضل. أتمنى أنهم يقدرون على حل مشاكلهم بسرعة علشان يبقى عندنا ثقة فيهم. شكرا!",جمعية البيت الحلو,القاهرة,أنا مش عارف أقول إيه لكن أعتقد إن خدمة التوصيل دي كويسة جدا بس محتاجة شوية تحسينات عشان نقدر نستفيد منها بشكل أفضل أتمنى أنهم يقدرون على حل مشاكلهم بسرعة علشان يبقى عندنا ثقة فيهم شكرا,إيجابي
1,"أنا مش عارف أحكي حاجة إيجابية على حساب التموين, لكن لو عايز أقول الحقيقة, فهو أسوأ خدمة اتعاملت معاها في حياتي! كل شوية بتغيروا لنا القائمة ونسيبوا حاجات أساسية زي الزبادي والبيض والحليب, ولا حتى بنشوف الأسعار قبل لما نجيب الحاجات! إحنا نستاهل أحسن من كده يا حكومة.",جمعية الحياة,السويس,أنا مش عارف أحكي حاجة إيجابية على حساب التموين لكن لو عايز أقول الحقيقة فهو أسوأ خدمة اتعاملت معاها في حياتي كل شوية بتغيروا لنا القائمة ونسيبوا حاجات أساسية زي الزبادي والبيض والحليب ولا حتى بنشوف الأسعار قبل لما نجيب الحاجات إحنا نستاهل أحسن من كده يا حكومة,سلبي
3,"أنا سعيد بتقديم خدمتي للمتعاملين الكرام في محافظة القليوبية, ولكن بصراحة مش راضيين عنها تماما! فعالية التوصيل بطيئة جدا ومش بتأتي بالمواعيد المحددة, وده بيسبب لي مشاكل كتير خاصة لو كان عندي مواعيد مهمة زي الجامعة أو العمل. أتمنى إن الحكومة تعمل على تحسين جودة الخدمات دي عشان نقدر نعيش حياتنا بشكل أفضل. شكرا لكم.",جمعية السندس,القليوبية,أنا سعيد بتقديم خدمتي للمتعاملين الكرام في محافظة القليوبية ولكن بصراحة مش راضيين عنها تماما فعالية التوصيل بطيئة جدا ومش بتأتي بالمواعيد المحددة وده بيسبب لي مشاكل كتير خاصة لو كان عندي مواعيد مهمة زي الجامعة أو العمل أتمنى إن الحكومة تعمل على تحسين جودة الخدمات دي عشان نقدر نعيش حياتنا بشكل أفضل شكرا لكم,محايد
4,"أهلا وسهلا يا فندم, أنا سعيد جدا اني استطعت أساعد حضرتك اليوم. أعتقد أنك مهتم بمعرفة المزيد عن خدمة التموين في محافظة الدقهلية? بصراحة, أنا معجب جدا بالخدمة لأنها فعلا بتقدم قيمة كبيرة للناس اللي محتاجينها وبتحسن حياتهم اليومية بطرق كتير. أقدر أقول إن الناس هنا بتحب البلد وبتستمتع بالخدمات اللي بيتم تقديمها لهم. وفي النهاية, نقدر نقول إنها واحدة من الخدمات المميزة اللي بتبهرنا جميعا كل يوم! بالتوفيق للجميع.",مكتب الأغذية المتكاملة,الدقهلية,أهلا وسهلا يا فندم أنا سعيد جدا اني استطعت أساعد حضرتك اليوم أعتقد أنك مهتم بمعرفة المزيد عن خدمة التموين في محافظة الدقهلية بصراحة أنا معجب جدا بالخدمة لأنها فعلا بتقدم قيمة كبيرة للناس اللي محتاجينها وبتحسن حياتهم اليومية بطرق كتير أقدر أقول إن الناس هنا بتحب البلد وبتستمتع بالخدمات اللي بيتم تقديمها لهم وفي النهاية نقدر نقول إنها واحدة من الخدمات المميزة اللي بتبهرنا جميعا كل يوم بالتوفيق للجميع,إيجابي
4,أنا سعيد جدا لأن خدمتنا نالت إعجابكم. نحن نقدر ملاحظتكم ونعمل بجد لتحسين خدماتنا باستمرار. شكرا جزيلا على دعمكم! #البحيرة_تنموذج,جمعية بيسترو للطعام,البحيرة,أنا سعيد جدا لأن خدمتنا نالت إعجابكم نحن نقدر ملاحظتكم ونعمل بجد لتحسين خدماتنا باستمرار شكرا جزيلا على دعمكم البحيرةتنموذج,إيجابي
3,"أنا مش راضيه على الخدمه دي خالص, لأنها مفيهاش أي اهتمام حقيقي بالناس اللي محتاجين الحاجات الأساسية زي الطعام والخبز. لو كان فيه تطوير حقيقي للخدمات العامة, كنا نقدر نعيش بشكل أفضل ونقدر نحقق أحلامنا كأهالينا وأطفالنا. لكن للأسف الشديد, احنا بنعيش في ظل نظام فاسد ومتخلف بيكره الناس وحياته كلها عبارة عن استغلال للناس البسطاء.",جمعية طيبة للإطعام,دمياط,أنا مش راضيه على الخدمه دي خالص لأنها مفيهاش أي اهتمام حقيقي بالناس اللي محتاجين الحاجات الأساسية زي الطعام والخبز لو كان فيه تطوير حقيقي للخدمات العامة كنا نقدر نعيش بشكل أفضل ونقدر نحقق أحلامنا كأهالينا وأطفالنا لكن للأسف الشديد احنا بنعيش في ظل نظام فاسد ومتخلف بيكره الناس وحياته كلها عبارة عن استغلال للناس البسطاء,سلبي
1,"أنا مش راضيين خالص, احنا بنأكل مرة واحدة بالشهر على الأكثر وبكرههم بيفوتوا قبل ما ناكل! ده غير إنهم دايما بيخدعوا الناس بيقولو أنهم جهزونا بالطعام ولما يوصلنا مفيش ولا حاجة. لو محدش هيشوف الموضوع ده هتبقى كارثة حقيقية.",جمعية سندس للمطابخ,البحيرة,أنا مش راضيين خالص احنا بنأكل مرة واحدة بالشهر على الأكثر وبكرههم بيفوتوا قبل ما ناكل ده غير إنهم دايما بيخدعوا الناس بيقولو أنهم جهزونا بالطعام ولما يوصلنا مفيش ولا حاجة لو محدش هيشوف الموضوع ده هتبقى كارثة حقيقية,سلبي
5,"أنا راضى جدا عن خدمة التموين فى الأسكندرية, لأن الأكل كويس والتوصيل سريع, أنا بشكر الحكومة على الاهتمام بالطبقات الدنيا.",مكتب الطعام الصحي,الإسكندرية,أنا راضى جدا عن خدمة التموين فى الأسكندرية لأن الأكل كويس والتوصيل سريع أنا بشكر الحكومة على الاهتمام بالطبقات الدنيا,إيجابي
3,"أنا مش سعيد أوي بالخدمة دي, كل اللي ممكن أحصل عليه أكلة مطبوخة كويس وباردة! ولو كانت أحسن من كده كنت حاطط خمس نجوم فيها بدل الثلاث دول.",مكتب الأعمال الغذائية,أسيوط,أنا مش سعيد أوي بالخدمة دي كل اللي ممكن أحصل عليه أكلة مطبوخة كويس وباردة ولو كانت أحسن من كده كنت حاطط خمس نجوم فيها بدل الثلاث دول,محايد
3,أنا سعيد حقا لأن خدمتكم كانت جيدة جدا. كان الطعام لذيذ ونظيف وكان الموظفون ودودين ومهتمين بتلبية احتياجاتنا. أتمنى لو كان هناك المزيد من الخيارات الصحية أكثر ولكن على أي حال سأعود بالتأكيد للمزيد! شكرا لكم جميعا.,مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا سعيد حقا لأن خدمتكم كانت جيدة جدا كان الطعام لذيذ ونظيف وكان الموظفون ودودين ومهتمين بتلبية احتياجاتنا أتمنى لو كان هناك المزيد من الخيارات الصحية أكثر ولكن على أي حال سأعود بالتأكيد للمزيد شكرا لكم جميعا,إيجابي
3,"يا جماعة أنا عايز أقولكم إني جربت خدمتي التموين النهاردة, لكن بصراحة مش راضي عنها خالص! هي كانت بطيئة أوي ومش كويسة زيها قبل كده. أتمنى إنهم يصححوا الأمور قريب عشان الناس اللي بتستنى الوجبة دي كل يوم.",مكتب الأغذية المتكاملة,الإسكندرية,يا جماعة أنا عايز أقولكم إني جربت خدمتي التموين النهاردة لكن بصراحة مش راضي عنها خالص هي كانت بطيئة أوي ومش كويسة زيها قبل كده أتمنى إنهم يصححوا الأمور قريب عشان الناس اللي بتستنى الوجبة دي كل يوم,سلبي
4,"أنا سعيد جدا بخدمة التموين اللي بنعملها في المحافظة, بس مش راضيين عنها تماما. احنا نقدر المجهود الكبير اللي بتقوم بيه الحكومة لتحسين الخدمات, لكن فيه بعض الأخطاء الصغيرة اللي لازم يتحسنوا عليها. أتمنى أنهم ينتبهوا لها عشان يبقى عندنا نظام أفضل للتوصيل. شكرا لكم!",مكتب إطعام القليوبية,القليوبية,أنا سعيد جدا بخدمة التموين اللي بنعملها في المحافظة بس مش راضيين عنها تماما احنا نقدر المجهود الكبير اللي بتقوم بيه الحكومة لتحسين الخدمات لكن فيه بعض الأخطاء الصغيرة اللي لازم يتحسنوا عليها أتمنى أنهم ينتبهوا لها عشان يبقى عندنا نظام أفضل للتوصيل شكرا لكم,إيجابي
1,"أنا مش راضي على خدمتكم يا وزارة التموين, اللي المفروض يكون متاح لكل الناس للأسف بيستحق واحد من خمس نجوم.",جمعية سواعد مطروح,مطروح,أنا مش راضي على خدمتكم يا وزارة التموين اللي المفروض يكون متاح لكل الناس للأسف بيستحق واحد من خمس نجوم,سلبي
4,"أنا سعيد جدا بهذه التجربة الرائعة التي قدمتها لي اليوم! لقد استمتعت حقا بمشاهدة الأطفال يلعبون معا والاستمتاع بوقتهم. شكرا جزيلا لك على كل شيء, وأنا أتطلع إلى المزيد من الأحداث المشابهة في المستقبل القريب. أتمنى لكم جميعا يوم رائع وأتمنى للجميع قضاء وقت ممتع مع عائلاتهم وأصدقائهم!",مكتب الأمل للمغاربة,أسيوط,أنا سعيد جدا بهذه التجربة الرائعة التي قدمتها لي اليوم لقد استمتعت حقا بمشاهدة الأطفال يلعبون معا والاستمتاع بوقتهم شكرا جزيلا لك على كل شيء وأنا أتطلع إلى المزيد من الأحداث المشابهة في المستقبل القريب أتمنى لكم جميعا يوم رائع وأتمنى للجميع قضاء وقت ممتع مع عائلاتهم وأصدقائهم,إيجابي
1,"أنا مش راضي على الخدمات دي, إحنا بنطلب حاجات بسيطة وبيجي لنا مجمدات وحاجات تانية بتتلف بعد يومين! أنا عايز حقى يا فندم.",مؤسسة الطعام الصحي,القاهرة,أنا مش راضي على الخدمات دي إحنا بنطلب حاجات بسيطة وبيجي لنا مجمدات وحاجات تانية بتتلف بعد يومين أنا عايز حقى يا فندم,سلبي
4,أنا سعيد جدا بتقديم خدمات التموين الممتازة التي تقدمها الحكومة في المحافظة الشرقية! لقد كانت تجربة رائعة بالنسبة لي وأوصي الجميع بتجربتها. شكرا جزيلا على كل شيء.,مكتب التعاون الغذائي,الشرقية,أنا سعيد جدا بتقديم خدمات التموين الممتازة التي تقدمها الحكومة في المحافظة الشرقية لقد كانت تجربة رائعة بالنسبة لي وأوصي الجميع بتجربتها شكرا جزيلا على كل شيء,إيجابي
1,"أنا مش فاهم حاجه, ده لازم يكون فيه توضيح أكتر قبل أيه!",مكتب السعادة للتوريد,الشرقية,أنا مش فاهم حاجه ده لازم يكون فيه توضيح أكتر قبل أيه,إيجابي
5,"أنا سعيد جدا بالخدمات اللي بنحصل عليها من وزارة التضامن الاجتماعي, خاصة برنامج توزيع الطعام على الأسر الأكثر احتياجا. البرنامج ده بيفيد ناس كتير وبيخليهم قادرين على توفير الحاجات الأساسية ليها. ربنا يكرم كل الناس الطيبة دي ويحمي بلادنا من أي شر.",مكتب التموين,دمياط,أنا سعيد جدا بالخدمات اللي بنحصل عليها من وزارة التضامن الاجتماعي خاصة برنامج توزيع الطعام على الأسر الأكثر احتياجا البرنامج ده بيفيد ناس كتير وبيخليهم قادرين على توفير الحاجات الأساسية ليها ربنا يكرم كل الناس الطيبة دي ويحمي بلادنا من أي شر,إيجابي
1,"أنا مش راضيا على الخدمات التموينية في بور سعيد, أنا بتعامل معاهم منذ فترة طويلة ومش شايف أي تحسن. الأسعار دايما عالية والجودة ضعيفة. المفروض يكونوا أكثر احترافية واستجابة لشكاوى الناس.",مجلس الأزرقي,بورسعيد,أنا مش راضيا على الخدمات التموينية في بور سعيد أنا بتعامل معاهم منذ فترة طويلة ومش شايف أي تحسن الأسعار دايما عالية والجودة ضعيفة المفروض يكونوا أكثر احترافية واستجابة لشكاوى الناس,سلبي
5,"أنا رحت لأسيوط عشان أتناول الطعام, وكل اللي اتعاملت معاه ناس ودودين ولطيفين جدا. كانت الوجبة لذيذة وباهظة الثمن شوية, لكن الحمد لله على كل شيء.",مكتب نور,أسيوط,أنا رحت لأسيوط عشان أتناول الطعام وكل اللي اتعاملت معاه ناس ودودين ولطيفين جدا كانت الوجبة لذيذة وباهظة الثمن شوية لكن الحمد لله على كل شيء,إيجابي
4,"بصراحة, خدمات التموين في البحيرة مش حلوة أوي. بنشوف حاجات كتير غلط وحاجات زي اللي بتعمل فيها الحكومة بتنقص من قيمة الدعم اللي احنا قاعدين نطلبهوا مننا كل يوم! لو كانت أحسن شوية هكون راضي أكثر.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,بصراحة خدمات التموين في البحيرة مش حلوة أوي بنشوف حاجات كتير غلط وحاجات زي اللي بتعمل فيها الحكومة بتنقص من قيمة الدعم اللي احنا قاعدين نطلبهوا مننا كل يوم لو كانت أحسن شوية هكون راضي أكثر,محايد
4,"أنا سعيد جدا بالخدمة النهاردة, ولكن كان يمكن أحسن لو كانت أسرع شوية. لكن مع ذلك مش مشكلة خالص, شكرا على المجهود.",مجلس التموين الاجتماعي في البداري,أسيوط,أنا سعيد جدا بالخدمة النهاردة ولكن كان يمكن أحسن لو كانت أسرع شوية لكن مع ذلك مش مشكلة خالص شكرا على المجهود,إيجابي
4,"أنا مش فاهم, يا ريت توضحلي أكتر?",مكتب جمعية نور,القاهرة,أنا مش فاهم يا ريت توضحلي أكتر,إيجابي
1,"أنا مش عارف أقول لك إيه, لأن الموضوع معقد شوية. لكن أعتقد أنه لو كانت هناك تحسينات حقيقية على الخدمات الحكومية, كان ممكن الناس تقدر وتقدر حق حقها. لكن الوضع الحالي كده يعني إننا بنفضل نشتكي ونبص للوراء بدل ما نتحرك للأمام.",مكتب المدينة للغذاء,القاهرة,أنا مش عارف أقول لك إيه لأن الموضوع معقد شوية لكن أعتقد أنه لو كانت هناك تحسينات حقيقية على الخدمات الحكومية كان ممكن الناس تقدر وتقدر حق حقها لكن الوضع الحالي كده يعني إننا بنفضل نشتكي ونبص للوراء بدل ما نتحرك للأمام,محايد
1,"أنا مش راضي تماما على خدمة التموين في المحافظة دي, لأنها دائما متأخرة ولا تقدم سوى القليل جدا من الطعام. أتمنى لو يتحسن الوضع قريب عشان الناس تقدر تعيش بكرامة.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا مش راضي تماما على خدمة التموين في المحافظة دي لأنها دائما متأخرة ولا تقدم سوى القليل جدا من الطعام أتمنى لو يتحسن الوضع قريب عشان الناس تقدر تعيش بكرامة,سلبي
3,"أنا مش عارف أتكلم بجد كده, لكن الحمد لله على الأقل احنا بنلاقي أكلنا مرة واحدة كل شهر. رغم المشاكل اللي إحنا فيها, ده أفضل شيء حصل لينا. أتمنى لو نقدر نزيد الكمية ونحصل على جودة أحسن كمان. بس حتى دلوقتي, هنعمل إيه?",مكتب سندس للتغذية,الدقهلية,أنا مش عارف أتكلم بجد كده لكن الحمد لله على الأقل احنا بنلاقي أكلنا مرة واحدة كل شهر رغم المشاكل اللي إحنا فيها ده أفضل شيء حصل لينا أتمنى لو نقدر نزيد الكمية ونحصل على جودة أحسن كمان بس حتى دلوقتي هنعمل إيه,إيجابي
4,"أنا عايز أقول لكم إن نظام التوزيع ده أحسن بكتير, بس فيه بعض المشكلات اللي لازم يتحلوا. أنا مش عاوز أكشف أي تفاصيل عشان محدش يحاول يستغل الوضع.",جمعية طيبة للإطعام,سوهاج,أنا عايز أقول لكم إن نظام التوزيع ده أحسن بكتير بس فيه بعض المشكلات اللي لازم يتحلوا أنا مش عاوز أكشف أي تفاصيل عشان محدش يحاول يستغل الوضع,إيجابي
2,"أنا مش راضي خالص على خدمة التموين دي, هما ليه بنعمل كده؟! احنا عايزين نعيش زي الناس ولا ايه?!!",مكتب التموين الحضري,دمياط,أنا مش راضي خالص على خدمة التموين دي هما ليه بنعمل كده احنا عايزين نعيش زي الناس ولا ايه,سلبي
5,"أنا سعيد جدا بخدمة التموين في السويس! إنها الأفضل على الإطلاق, وبصراحة مش عارف ازاي نقدر نوصف مدى جودتها! شكرا جزيلا للحكومة اللي قدمت لنا ده الدعم الجميل.",مكتبة التغذية,السويس,أنا سعيد جدا بخدمة التموين في السويس إنها الأفضل على الإطلاق وبصراحة مش عارف ازاي نقدر نوصف مدى جودتها شكرا جزيلا للحكومة اللي قدمت لنا ده الدعم الجميل,إيجابي
1,"أنا مش عارف أقول ايه, لكن أعتقد إن الخدمات دي محتاجة تطوير كبير عشان نقدر نستفيد منها حقآ.",مكتب التغذية الصحية,الشرقية,أنا مش عارف أقول ايه لكن أعتقد إن الخدمات دي محتاجة تطوير كبير عشان نقدر نستفيد منها حقآ,إيجابي
3,"أنا بجد مش فاهم حاجة, ده لازم يكون فيه توضيح أكتر قبل أي تقييم. على سبيل المثال, هل هي جيدة أم سيئة? كيف يمكنني تحسينها؟ وكمان, هل هي حكومية رسمية أو خدمة مجتمعية محلية? وشكرا مقدما!",جمعية طيبة للإطعام,سوهاج,أنا بجد مش فاهم حاجة ده لازم يكون فيه توضيح أكتر قبل أي تقييم على سبيل المثال هل هي جيدة أم سيئة كيف يمكنني تحسينها وكمان هل هي حكومية رسمية أو خدمة مجتمعية محلية وشكرا مقدما,إيجابي
1,"أنا مش راضيا على الخدمات دي, أنا عايز أكل كويس وبسرعة كمان! ده لو إحنا عاوزين نعيش حياة كريمة.",اتحاد الغذاء الصحي الإسكندرية,الإسكندرية,أنا مش راضيا على الخدمات دي أنا عايز أكل كويس وبسرعة كمان ده لو إحنا عاوزين نعيش حياة كريمة,محايد
1,"أنا مش راضي على خدمة التموين هنا في القاهرة, كل مرة بنروح نأكل بيتزا وبابا غنوج بتطلع مريضة جدا! بصراحة, ده أسوأ شيء حصل لي منذ فترة طويلة ومش عارف أتكلم عنه تاني.",مركز الطعام الصحي,القاهرة,أنا مش راضي على خدمة التموين هنا في القاهرة كل مرة بنروح نأكل بيتزا وبابا غنوج بتطلع مريضة جدا بصراحة ده أسوأ شيء حصل لي منذ فترة طويلة ومش عارف أتكلم عنه تاني,سلبي
4,"أنا شايف إن خدمات التموين دي مش كويسة خالص, هي بتكون متقطعة كتير أوي ومش دايما بنحصل عليها بالشكل المطلوب. أنا أطالب المسؤولين يعملوا إصلاح سريع عشان الناس اللي بتدفع تمنها كويس يبقى تقدر تستلم الخدمات الصحيحة.",مكتب غذاء المحافظة,الدقهلية,أنا شايف إن خدمات التموين دي مش كويسة خالص هي بتكون متقطعة كتير أوي ومش دايما بنحصل عليها بالشكل المطلوب أنا أطالب المسؤولين يعملوا إصلاح سريع عشان الناس اللي بتدفع تمنها كويس يبقى تقدر تستلم الخدمات الصحيحة,سلبي
